study_word	study_cue	word	cue	practice_word	practice_cue	test_word	test_luminance_cue	test_condition	Key_Pressed	Key_Press_Time	Word_on_Time	Response_Time	study_instruction
MOUTH	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	prod
JUDGE	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	check
MOVE	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	check
WOOL	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	check
SURFACE	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	silent
UPPER	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	check
EQUAL	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	check
VERSE	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	silent
PART	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	silent
DESTINY	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	silent
CURTAIN	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	check
URGENCY	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	check
GLOBE	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	prod
GENIUS	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	prod
ACID	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	check
OCEAN	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	prod
INTERVAL	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	check
CURSE	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	prod
LIFT	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	check
HANDLE	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	check
ITEM	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	prod
RACE	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	check
PASSION	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	check
NEON	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	silent
ONSET	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	silent
UNIT	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	prod
TALK	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	prod
LEMON	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	silent
YARN	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	check
LAWYER	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	silent
GANG	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	silent
JURY	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	check
WORD	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	silent
JEAN	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	prod
NEUTRAL	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	prod
DEBUT	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	prod
DEPTH	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	prod
RAIN	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	silent
DICE	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	check
OCCASION	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	silent
TACTICS	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	check
INPUT	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	prod
WINDOW	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	silent
KINGDOM	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	silent
KITCHEN	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	check
GRAB	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	silent
GAIN	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	IMPACT	Exes.png	silent	'	-1	-1	-1	check
