study_word	study_cue	word	cue	practice_word	practice_cue	test_word	test_luminance_cue	test_condition	Key_Pressed	Key_Press_Time	Word_on_Time	Response_Time	study_instruction
HANDLE	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	MYSTERY	Exes.png	silent	'	-1	-1	-1	prod
UPPER	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	MYSTERY	Exes.png	silent	'	-1	-1	-1	prod
QUESTION	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	MYSTERY	Exes.png	silent	'	-1	-1	-1	silent
VENT	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	MYSTERY	Exes.png	silent	'	-1	-1	-1	silent
NAME	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	MYSTERY	Exes.png	silent	'	-1	-1	-1	silent
QUOTE	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	MYSTERY	Exes.png	silent	'	-1	-1	-1	check
ANIMAL	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	MYSTERY	Exes.png	silent	'	-1	-1	-1	silent
CROP	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	MYSTERY	Exes.png	silent	'	-1	-1	-1	prod
SWIFT	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	MYSTERY	Exes.png	silent	'	-1	-1	-1	check
MYSTERY	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	MYSTERY	Exes.png	silent	'	-1	-1	-1	silent
MOVE	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	MYSTERY	Exes.png	silent	'	-1	-1	-1	prod
LABEL	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	MYSTERY	Exes.png	silent	'	-1	-1	-1	silent
AMOUNT	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	MYSTERY	Exes.png	silent	'	-1	-1	-1	silent
QUALITY	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	MYSTERY	Exes.png	silent	'	-1	-1	-1	silent
INTERVAL	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	MYSTERY	Exes.png	silent	'	-1	-1	-1	prod
