study_word	study_cue	word	cue	practice_word	practice_cue	test_word	test_luminance_cue	test_condition	Key_Pressed	Key_Press_Time	Word_on_Time	Response_Time	study_instruction
GOSPEL	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	check
DETAIL	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	prod
PASTE	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	check
FUND	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	check
RAID	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	silent
WISE	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	prod
LENS	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	silent
WRONG	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	silent
QUIET	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	silent
NEUTRAL	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	check
OPERA	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	prod
USAGE	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	prod
DELAY	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	prod
SYSTEM	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	check
GLOBE	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	check
DEPOT	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	prod
GATHER	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	silent
JUNIOR	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	check
ZINC	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	prod
DEFEAT	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	prod
FRONT	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	prod
WRITING	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	prod
MOUTH	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	check
IMPULSE	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	silent
DENTAL	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	check
KNIGHT	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	silent
MONUMENT	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	silent
CASH	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	prod
GROUND	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	silent
ILLUSION	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	prod
OCEAN	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	check
ECONOMY	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	check
TAIL	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	prod
GHOST	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	prod
GATE	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	prod
INFANT	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	silent
EDGE	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	silent
TALENT	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	silent
ELITE	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	check
CUSTOMER	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	silent
VACUUM	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	check
PROSE	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	prod
DECADE	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	VERSE	New	new	'	-1	-1	-1	check
