study_word	study_cue	word	cue	practice_word	practice_cue	test_word	test_luminance_cue	test_condition	Key_Pressed	Key_Press_Time	Word_on_Time	Response_Time	study_instruction
SURFACE	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	prod
LATIN	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	check
PROSE	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	check
NEWS	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	prod
REAL	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	check
TAIL	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	check
CANDY	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	check
JOKE	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	prod
ACID	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	silent
LABEL	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	check
HANDLE	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	silent
OPINION	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	check
DESTINY	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	prod
ISLAND	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	prod
LAUGH	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	silent
ADDITION	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	check
URGENCY	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	silent
LIFT	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	silent
CURRENT	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	silent
LAWYER	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	prod
ILLUSION	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	check
OFFICER	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	silent
CURRENCY	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	silent
QUESTION	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	check
WORD	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	prod
FRUIT	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	check
RADAR	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	prod
ONSET	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	prod
GOWN	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	prod
TANK	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	prod
NEON	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	prod
ZINC	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	check
PATROL	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	prod
ACTOR	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	check
KIND	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	silent
KINGDOM	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	prod
PART	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	prod
WOOL	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	silent
GAZE	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	silent
PASSION	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	silent
FRONT	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	check
KISS	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	prod
MOVE	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	silent
USAGE	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	check
DEPOT	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	check
OPERA	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	check
VERSE	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	prod
DICE	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	silent
VARIABLE	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	check
HARVEST	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	PASSION	Exes.png	silent	'	-1	-1	-1	check
