study_word	study_cue	study_instruction	word	cue	practice_word	practice_cue	test_word	test_luminance_cue	test_condition	Key_Pressed	Key_Press_Time	Word_on_Time	Response_Time
LEAD	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
LAWN	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
ONSET	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
PASSION	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
JOURNAL	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
GOSPEL	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
INDEX	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
UNIT	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
JUDGE	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
KIND	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
TALK	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
HANDLE	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
DECADE	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
UPRIGHT	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
NEUTRAL	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
CURSE	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
GOWN	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
DESIRE	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
HAIL	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
ECONOMY	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
MOVE	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
KISS	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
RAIL	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
WOOD	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
JURY	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
RACE	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
DEBT	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
DEPTH	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
CURRENT	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
KINGDOM	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
ELEVATOR	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
IMPACT	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
GRAB	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
HAIR	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
RADAR	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
GANG	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
GAIN	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
GLOBE	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
JAIL	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
QUEEN	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
OCCASION	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
URGENCY	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
NEWS	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
FUND	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
ABANDON	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
NEEDLE	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
ONION	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
SYSTEM	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
NEON	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
ITEM	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
VECTOR	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
KITCHEN	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
RAIN	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
TABLE	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
GRASS	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
DEBUT	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
ABSTRACT	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
JUNIOR	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
LAWYER	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
ISLAND	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
PAPER	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
GAZE	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
DESTINY	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
RABBIT	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
FRAME	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
ACID	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
DICE	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
PARK	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
VERSE	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
CURRENCY	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
LEMON	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
MUSICIAN	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
JOURNEY	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
SYMPHONY	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
LAUGH	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
INPUT	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
UPPER	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
GALLERY	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
FAIR	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
JAZZ	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
PASTE	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
TACTICS	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
WINDOW	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
EQUAL	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
MOUTH	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	DEAL	New	new	'	-1	-1	-1
