study_word	study_cue	word	cue	practice_word	practice_cue	test_word	test_luminance_cue	test_condition	Key_Pressed	Key_Press_Time	Word_on_Time	Response_Time	study_instruction
LAMP	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	JUNIOR	Exes.png	silent	'	-1	-1	-1	prod
SYSTEM	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	JUNIOR	Exes.png	silent	'	-1	-1	-1	silent
MUSCLE	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	JUNIOR	Exes.png	silent	'	-1	-1	-1	prod
VACUUM	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	JUNIOR	Exes.png	silent	'	-1	-1	-1	silent
INFANT	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	JUNIOR	Exes.png	silent	'	-1	-1	-1	prod
OCCASION	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	JUNIOR	Exes.png	silent	'	-1	-1	-1	check
OCEAN	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	JUNIOR	Exes.png	silent	'	-1	-1	-1	silent
NATION	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	JUNIOR	Exes.png	silent	'	-1	-1	-1	prod
KISS	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	JUNIOR	Exes.png	silent	'	-1	-1	-1	check
TALK	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	JUNIOR	Exes.png	silent	'	-1	-1	-1	silent
GRAB	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	JUNIOR	Exes.png	silent	'	-1	-1	-1	check
INCOME	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	JUNIOR	Exes.png	silent	'	-1	-1	-1	prod
LAWYER	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	JUNIOR	Exes.png	silent	'	-1	-1	-1	check
GRAPH	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	JUNIOR	Exes.png	silent	'	-1	-1	-1	check
ABANDON	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	JUNIOR	Exes.png	silent	'	-1	-1	-1	silent
WINDOW	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	JUNIOR	Exes.png	silent	'	-1	-1	-1	check
FRAME	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	JUNIOR	Exes.png	silent	'	-1	-1	-1	silent
FUTURE	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	JUNIOR	Exes.png	silent	'	-1	-1	-1	silent
RAID	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	JUNIOR	Exes.png	silent	'	-1	-1	-1	prod
GENIUS	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	JUNIOR	Exes.png	silent	'	-1	-1	-1	silent
ECONOMY	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	JUNIOR	Exes.png	silent	'	-1	-1	-1	silent
YIELD	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	JUNIOR	Exes.png	silent	'	-1	-1	-1	prod
SYMPHONY	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	JUNIOR	Exes.png	silent	'	-1	-1	-1	check
PART	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	JUNIOR	Exes.png	silent	'	-1	-1	-1	check
PASSIVE	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	JUNIOR	Exes.png	silent	'	-1	-1	-1	check
DECADE	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	JUNIOR	Exes.png	silent	'	-1	-1	-1	silent
GANG	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	JUNIOR	Exes.png	silent	'	-1	-1	-1	check
LAUNCH	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	JUNIOR	Exes.png	silent	'	-1	-1	-1	prod
RADAR	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	JUNIOR	Exes.png	silent	'	-1	-1	-1	check
EDITION	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	JUNIOR	Exes.png	silent	'	-1	-1	-1	prod
UTILITY	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	JUNIOR	Exes.png	silent	'	-1	-1	-1	prod
JUSTICE	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	JUNIOR	Exes.png	silent	'	-1	-1	-1	prod
MYTH	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	JUNIOR	Exes.png	silent	'	-1	-1	-1	prod
DEBUT	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	JUNIOR	Exes.png	silent	'	-1	-1	-1	silent
KINGDOM	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	JUNIOR	Exes.png	silent	'	-1	-1	-1	check
HAIL	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	JUNIOR	Exes.png	silent	'	-1	-1	-1	check
VEHICLE	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	JUNIOR	Exes.png	silent	'	-1	-1	-1	silent
