"CAT"	"Plus.png"
"CAR"	"Exes.png"
"BAR"	"Check.png"
"PEN"	"Plus.png"
"JAR"	"Exes.png"
"HAT"	"Check.png"
"MUG"	"Plus.png"
"SUN"	"Exes.png"
"SEA"	"Check.png"
