study_word	study_cue	word	cue	practice_word	practice_cue	test_word	test_luminance_cue	test_condition	Key_Pressed	Key_Press_Time	Word_on_Time	Response_Time	study_instruction
GUEST	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	QUARTER	Plus.png	prod	'	-1	-1	-1	prod
ECONOMY	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	QUARTER	Plus.png	prod	'	-1	-1	-1	prod
LEMON	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	QUARTER	Plus.png	prod	'	-1	-1	-1	silent
GANG	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	QUARTER	Plus.png	prod	'	-1	-1	-1	silent
WINDOW	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	QUARTER	Plus.png	prod	'	-1	-1	-1	silent
DEBT	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	QUARTER	Plus.png	prod	'	-1	-1	-1	silent
FRAME	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	QUARTER	Plus.png	prod	'	-1	-1	-1	prod
INDEX	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	QUARTER	Plus.png	prod	'	-1	-1	-1	check
SYSTEM	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	QUARTER	Plus.png	prod	'	-1	-1	-1	prod
FUND	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	QUARTER	Plus.png	prod	'	-1	-1	-1	prod
RAIL	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	QUARTER	Plus.png	prod	'	-1	-1	-1	check
NEON	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	QUARTER	Plus.png	prod	'	-1	-1	-1	silent
LEAGUE	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	QUARTER	Plus.png	prod	'	-1	-1	-1	silent
