study_word	study_cue	study_instruction	word	cue	practice_word	practice_cue	test_word	test_luminance_cue	test_condition	Key_Pressed	Key_Press_Time	Word_on_Time	Response_Time
JOURNAL	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
INFANT	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
MORAL	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
LEASE	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
GOSPEL	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
LAWYER	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
DEPTH	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
EDGE	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
DEBT	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
GRAB	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
PART	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
LACK	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
CREST	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
DESIRE	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
MUSCLE	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
ZERO	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
LAMP	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
ZONE	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
JAIL	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
GANG	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
NECK	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
DEBUT	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
FAIR	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
GATHER	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
OCCASION	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
ISLAND	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
IMPACT	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
LEMON	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
QUOTE	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
EDITION	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
QUIET	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
ABANDON	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
SYMPHONY	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
WRONG	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
CUSTOMER	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
SYSTEM	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
JUSTICE	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
FUTURE	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
JOKE	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
NEUTRAL	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
DESIGN	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
LENS	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
VEHICLE	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
DESTINY	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
GLOBE	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
LEAGUE	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
INPUT	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
DECADE	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
GOWN	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
NATION	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
MUSICIAN	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
FRAME	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
KISS	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
NARROW	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
JEAN	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
RAIN	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
MONUMENT	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
SURFACE	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
TABLE	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
NEWS	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
VACUUM	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
SWIFT	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
ONSET	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
ACADEMY	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
ELBOW	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
PATROL	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
GENERAL	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
CURSE	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
SURPRISE	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
TALENT	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
JUNIOR	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
IMPULSE	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
MOUTH	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
NEON	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
GENIUS	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
KINGDOM	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
FUND	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
HAIR	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
UNIT	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
CROSS	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
JOINT	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
UPRIGHT	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
HAIL	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
MYTH	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
DENTAL	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
NEEDLE	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
WINDOW	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
PASSIVE	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
VERSE	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
DEAL	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
ECONOMY	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
GUEST	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
ADVICE	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
TANK	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
LAUNCH	Plus.png	prod	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
ITEM	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
GALLERY	Check.png	check	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
ELITE	Exes.png	silent	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	UTILITY	Plus.png	prod	'	-1	-1	-1
