TRIAL_SESSION	TRIAL_INDEX_ENCODING	TRIAL_WORD_ENCODING	TRIAL_CONDITION_ENCODING	TRIAL_COLOUR_ENCODING	TRIAL_INDEX_RECOG	wordrecog_1	condition_1	correctanswer_1	KEYPRESS_RECOG	RT_RECOG
2	1	SPITE	Silent	Purple	0	STATE	old	m	.	    0.00
2	2	INNER	Silent	Purple	0	STATE	old	m	.	    0.00
2	3	FRONT	Aloud	Green	0	STATE	old	m	.	    0.00
2	4	TRADE	Silent	Purple	0	STATE	old	m	.	    0.00
2	5	WOMEN	Silent	Purple	0	STATE	old	m	.	    0.00
2	6	TEETH	Silent	Purple	0	STATE	old	m	.	    0.00
2	7	SERVE	Silent	Purple	0	STATE	old	m	.	    0.00
2	8	MORAL	Aloud	Green	0	STATE	old	m	.	    0.00
2	9	RIFLE	Aloud	Green	0	STATE	old	m	.	    0.00
2	10	STATE	Aloud	Green	0	STATE	old	m	.	    0.00
2	11	MAJOR	Aloud	Green	0	STATE	old	m	.	    0.00
2	12	ISSUE	Silent	Purple	0	STATE	old	m	.	    0.00
2	13	YOUTH	Aloud	Green	0	STATE	old	m	.	    0.00
2	14	TOUCH	Silent	Purple	0	STATE	old	m	.	    0.00
2	15	IMAGE	Aloud	Green	0	STATE	old	m	.	    0.00
2	16	PAPER	Silent	Purple	0	STATE	old	m	.	    0.00
2	17	WAGON	Silent	Purple	0	STATE	old	m	.	    0.00
2	18	QUICK	Silent	Purple	0	STATE	old	m	.	    0.00
2	19	IDEAL	Aloud	Green	0	STATE	old	m	.	    0.00
2	20	DRESS	Aloud	Green	0	STATE	old	m	.	    0.00
2	21	MODEL	Silent	Purple	0	STATE	old	m	.	    0.00
2	22	PLANT	Silent	Purple	0	STATE	old	m	.	    0.00
2	23	LIGHT	Aloud	Green	0	STATE	old	m	.	    0.00
2	24	MINOR	Silent	Purple	0	STATE	old	m	.	    0.00
2	25	WATER	Silent	Purple	0	STATE	old	m	.	    0.00
2	26	SHORT	Aloud	Green	0	STATE	old	m	.	    0.00
2	27	THING	Aloud	Green	0	STATE	old	m	.	    0.00
2	28	GLASS	Aloud	Green	0	STATE	old	m	.	    0.00
2	29	ORDER	Silent	Purple	0	STATE	old	m	.	    0.00
2	30	GUESS	Silent	Purple	0	STATE	old	m	.	    0.00
2	31	FIFTY	Silent	Purple	0	STATE	old	m	.	    0.00
2	32	PLANE	Silent	Purple	0	STATE	old	m	.	    0.00
2	33	LOUIS	Aloud	Green	0	STATE	old	m	.	    0.00
2	34	RADIO	Silent	Purple	0	STATE	old	m	.	    0.00
2	35	WOMAN	Silent	Purple	0	STATE	old	m	.	    0.00
2	36	QUIET	Silent	Purple	0	STATE	old	m	.	    0.00
2	37	PHONE	Silent	Purple	0	STATE	old	m	.	    0.00
2	38	SOUND	Silent	Purple	0	STATE	old	m	.	    0.00
2	39	EIGHT	Aloud	Green	0	STATE	old	m	.	    0.00
2	40	EVENT	Aloud	Green	0	STATE	old	m	.	    0.00
2	41	SPACE	Silent	Purple	0	STATE	old	m	.	    0.00
2	42	THEME	Aloud	Green	0	STATE	old	m	.	    0.00
2	43	NORTH	Silent	Purple	0	STATE	old	m	.	    0.00
2	44	POINT	Aloud	Green	0	STATE	old	m	.	    0.00
2	45	HOUSE	Aloud	Green	0	STATE	old	m	.	    0.00
2	46	VISIT	Silent	Purple	0	STATE	old	m	.	    0.00
2	47	SMILE	Aloud	Green	0	STATE	old	m	.	    0.00
2	48	VOICE	Silent	Purple	0	STATE	old	m	.	    0.00
2	49	METAL	Aloud	Green	0	STATE	old	m	.	    0.00
2	50	EXTRA	Aloud	Green	0	STATE	old	m	.	    0.00
2	51	JUDGE	Aloud	Green	0	STATE	old	m	.	    0.00
2	52	FRAME	Aloud	Green	0	STATE	old	m	.	    0.00
2	53	LEAST	Aloud	Green	0	STATE	old	m	.	    0.00
2	54	SMALL	Aloud	Green	0	STATE	old	m	.	    0.00
2	55	SCORE	Aloud	Green	0	STATE	old	m	.	    0.00
2	56	PARTY	Silent	Purple	0	STATE	old	m	.	    0.00
2	57	TRUTH	Aloud	Green	0	STATE	old	m	.	    0.00
2	58	SLEEP	Aloud	Green	0	STATE	old	m	.	    0.00
2	59	SEVEN	Aloud	Green	0	STATE	old	m	.	    0.00
2	60	GROUP	Silent	Purple	0	STATE	old	m	.	    0.00
2	61	GROSS	Aloud	Green	0	STATE	old	m	.	    0.00
2	62	TRIAL	Aloud	Green	0	STATE	old	m	.	    0.00
2	63	OTHER	Silent	Purple	0	STATE	old	m	.	    0.00
2	64	OFFER	Aloud	Green	0	STATE	old	m	.	    0.00
2	65	LEWIS	Aloud	Green	0	STATE	old	m	.	    0.00
2	66	TRAIN	Silent	Purple	0	STATE	old	m	.	    0.00
2	67	LOCAL	Aloud	Green	0	STATE	old	m	.	    0.00
2	68	SOLID	Silent	Purple	0	STATE	old	m	.	    0.00
2	69	NIGHT	Silent	Purple	0	STATE	old	m	.	    0.00
2	70	THREE	Aloud	Green	0	STATE	old	m	.	    0.00
2	71	GREEN	Silent	Purple	0	STATE	old	m	.	    0.00
2	72	SOUTH	Silent	Purple	0	STATE	old	m	.	    0.00
2	73	GREEK	Aloud	Green	0	STATE	old	m	.	    0.00
2	74	EQUAL	Aloud	Green	0	STATE	old	m	.	    0.00
2	75	NOVEL	Aloud	Green	0	STATE	old	m	.	    0.00
2	76	UNITY	Silent	Purple	0	STATE	old	m	.	    0.00
2	77	VALUE	Silent	Purple	0	STATE	old	m	.	    0.00
2	78	STONE	Aloud	Green	0	STATE	old	m	.	    0.00
2	79	HEART	Silent	Purple	0	STATE	old	m	.	    0.00
2	80	SHORE	Silent	Purple	0	STATE	old	m	.	    0.00
2	80	SHORE	Silent	Purple	1	FORCE	new	n	n	2381
