TRIAL_SESSION	TRIAL_INDEX_ENCODING	TRIAL_WORD_ENCODING	TRIAL_CONDITION_ENCODING	TRIAL_COLOUR_ENCODING	TRIAL_INDEX_RECOG	wordrecog_1	condition_1	correctanswer_1	KEYPRESS_RECOG	RT_RECOG
4	1	LOOSE	Aloud	Green	0	SPOKE	old	m	.	    0.00
4	2	BLOOD	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	3	INDEX	Aloud	Green	0	SPOKE	old	m	.	    0.00
4	4	FIELD	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	5	STUDY	Aloud	Green	0	SPOKE	old	m	.	    0.00
4	6	RIVER	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	7	TRUST	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	8	MONTH	Aloud	Green	0	SPOKE	old	m	.	    0.00
4	9	DRINK	Aloud	Green	0	SPOKE	old	m	.	    0.00
4	10	MIGHT	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	11	LEVEL	Aloud	Green	0	SPOKE	old	m	.	    0.00
4	12	ENEMY	Aloud	Green	0	SPOKE	old	m	.	    0.00
4	13	WHITE	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	14	DRIVE	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	15	DROVE	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	16	MONEY	Aloud	Green	0	SPOKE	old	m	.	    0.00
4	17	TOTAL	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	18	PHASE	Aloud	Green	0	SPOKE	old	m	.	    0.00
4	19	TRUCK	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	20	RIGHT	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	21	UNCLE	Aloud	Green	0	SPOKE	old	m	.	    0.00
4	22	GRASS	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	23	WRONG	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	24	TODAY	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	25	SENSE	Aloud	Green	0	SPOKE	old	m	.	    0.00
4	26	WHEEL	Aloud	Green	0	SPOKE	old	m	.	    0.00
4	27	FORCE	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	28	HORSE	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	29	UNDER	Aloud	Green	0	SPOKE	old	m	.	    0.00
4	30	SMITH	Aloud	Green	0	SPOKE	old	m	.	    0.00
4	31	MARCH	Aloud	Green	0	SPOKE	old	m	.	    0.00
4	32	WORLD	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	33	PRICE	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	34	TITLE	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	35	MOUTH	Aloud	Green	0	SPOKE	old	m	.	    0.00
4	36	SHARE	Aloud	Green	0	SPOKE	old	m	.	    0.00
4	37	EMPTY	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	38	PIECE	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	39	FIGHT	Aloud	Green	0	SPOKE	old	m	.	    0.00
4	40	STILL	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	41	STYLE	Aloud	Green	0	SPOKE	old	m	.	    0.00
4	42	STORE	Aloud	Green	0	SPOKE	old	m	.	    0.00
4	43	EARTH	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	44	SHARP	Aloud	Green	0	SPOKE	old	m	.	    0.00
4	45	STOCK	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	46	STORY	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	47	PEACE	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	48	FLOOR	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	49	STAFF	Aloud	Green	0	SPOKE	old	m	.	    0.00
4	50	THIRD	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	51	UPPER	Aloud	Green	0	SPOKE	old	m	.	    0.00
4	52	KNIFE	Aloud	Green	0	SPOKE	old	m	.	    0.00
4	53	START	Aloud	Green	0	SPOKE	old	m	.	    0.00
4	54	WATCH	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	55	SHAPE	Aloud	Green	0	SPOKE	old	m	.	    0.00
4	56	REACH	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	57	SPEED	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	58	PRESS	Aloud	Green	0	SPOKE	old	m	.	    0.00
4	59	STAGE	Aloud	Green	0	SPOKE	old	m	.	    0.00
4	60	ROUND	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	61	DOZEN	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	62	WHILE	Aloud	Green	0	SPOKE	old	m	.	    0.00
4	63	MUSIC	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	64	STAND	Aloud	Green	0	SPOKE	old	m	.	    0.00
4	65	TASTE	Aloud	Green	0	SPOKE	old	m	.	    0.00
4	66	RANGE	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	67	SIGHT	Aloud	Green	0	SPOKE	old	m	.	    0.00
4	68	MEANS	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	69	SWEET	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	70	LATIN	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	71	SCENE	Aloud	Green	0	SPOKE	old	m	.	    0.00
4	72	SCALE	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	73	LEAVE	Aloud	Green	0	SPOKE	old	m	.	    0.00
4	74	MOTOR	Aloud	Green	0	SPOKE	old	m	.	    0.00
4	75	THICK	Aloud	Green	0	SPOKE	old	m	.	    0.00
4	76	TABLE	Silent	Purple	0	SPOKE	old	m	.	    0.00
4	77	FLESH	Aloud	Green	0	SPOKE	old	m	.	    0.00
