TRIAL_SESSION	TRIAL_INDEX_ENCODING	TRIAL_WORD_ENCODING	TRIAL_CONDITION_ENCODING	TRIAL_COLOUR_ENCODING	TRIAL_INDEX_RECOG	wordrecog_1	condition_1	correctanswer_1	KEYPRESS_RECOG	RT_RECOG
3	1	STORE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	2	SPEED	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	3	MOTOR	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	4	SHAPE	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	5	INDEX	Silent	Green	0	SPOKE	old	m	.	    0.00
3	6	LEAVE	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	7	STILL	Silent	Green	0	SPOKE	old	m	.	    0.00
3	8	SHARP	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	9	MONTH	Silent	Green	0	SPOKE	old	m	.	    0.00
3	10	MOUTH	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	11	DOZEN	Silent	Green	0	SPOKE	old	m	.	    0.00
3	12	PIECE	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	13	START	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	14	LEVEL	Silent	Green	0	SPOKE	old	m	.	    0.00
3	15	SIGHT	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	16	WRONG	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	17	WORLD	Silent	Green	0	SPOKE	old	m	.	    0.00
3	18	HORSE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	19	FLOOR	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	20	PRICE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	21	MUSIC	Silent	Green	0	SPOKE	old	m	.	    0.00
3	22	FLESH	Silent	Green	0	SPOKE	old	m	.	    0.00
3	23	DREAM	Silent	Green	0	SPOKE	old	m	.	    0.00
3	24	UNDER	Silent	Green	0	SPOKE	old	m	.	    0.00
3	25	UNCLE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	26	BLOOD	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	27	WHITE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	28	SWEET	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	29	GRASS	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	30	WHEEL	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	31	DRINK	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	32	WATCH	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	33	PRESS	Silent	Green	0	SPOKE	old	m	.	    0.00
3	34	FIGHT	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	35	TABLE	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	36	LATIN	Silent	Green	0	SPOKE	old	m	.	    0.00
3	37	ENEMY	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	38	FIELD	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	39	PEACE	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	40	SCALE	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	41	MEANS	Silent	Green	0	SPOKE	old	m	.	    0.00
3	42	EMPTY	Silent	Green	0	SPOKE	old	m	.	    0.00
3	43	HOTEL	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	44	TRUCK	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	45	TITLE	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	46	REACH	Silent	Green	0	SPOKE	old	m	.	    0.00
3	47	STYLE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	48	STORY	Silent	Green	0	SPOKE	old	m	.	    0.00
3	49	SCENE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	50	KNIFE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	51	SHARE	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	52	STAFF	Silent	Green	0	SPOKE	old	m	.	    0.00
3	53	FORCE	Silent	Green	0	SPOKE	old	m	.	    0.00
