TRIAL_SESSION	TRIAL_INDEX_ENCODING	TRIAL_WORD_ENCODING	TRIAL_CONDITION_ENCODING	TRIAL_COLOUR_ENCODING	TRIAL_INDEX_RECOG	wordrecog_1	condition_1	correctanswer_1	KEYPRESS_RECOG	RT_RECOG
3	1	GRASS	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	2	SPOKE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	3	DRIVE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	4	STUDY	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	5	STORE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	6	KNIFE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	7	MARCH	Silent	Green	0	SPOKE	old	m	.	    0.00
3	8	PIECE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	9	SCALE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	10	HOTEL	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	11	LATIN	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	12	SIGHT	Silent	Green	0	SPOKE	old	m	.	    0.00
3	13	RIVER	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	14	ROUND	Silent	Green	0	SPOKE	old	m	.	    0.00
3	15	SMITH	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	16	WHILE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	17	UNDER	Silent	Green	0	SPOKE	old	m	.	    0.00
3	18	WRONG	Silent	Green	0	SPOKE	old	m	.	    0.00
3	19	FORCE	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	20	TRUST	Silent	Green	0	SPOKE	old	m	.	    0.00
3	21	REACH	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	22	LOOSE	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	23	MIGHT	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	24	WHEEL	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	25	STAGE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	26	MONTH	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	27	SHARP	Silent	Green	0	SPOKE	old	m	.	    0.00
3	28	PHASE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	29	DROVE	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	30	UNCLE	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	31	FIELD	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	32	FLESH	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	33	STILL	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	34	THICK	Silent	Green	0	SPOKE	old	m	.	    0.00
3	35	SHARE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	36	MUSIC	Silent	Green	0	SPOKE	old	m	.	    0.00
3	37	TABLE	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	38	BLOOD	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	39	TITLE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	40	MOUTH	Silent	Green	0	SPOKE	old	m	.	    0.00
3	41	PRICE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	42	DREAM	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	43	INDEX	Silent	Green	0	SPOKE	old	m	.	    0.00
3	44	LEAVE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	45	TOTAL	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	46	START	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	47	SPEED	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	48	EMPTY	Silent	Green	0	SPOKE	old	m	.	    0.00
3	49	STOCK	Silent	Green	0	SPOKE	old	m	.	    0.00
3	50	MEANS	Silent	Green	0	SPOKE	old	m	.	    0.00
3	51	ENEMY	Silent	Green	0	SPOKE	old	m	.	    0.00
3	52	WORLD	Silent	Green	0	SPOKE	old	m	.	    0.00
3	53	EARTH	Silent	Green	0	SPOKE	old	m	.	    0.00
3	54	FIGHT	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	55	STAFF	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	56	PRESS	Silent	Green	0	SPOKE	old	m	.	    0.00
3	57	MONEY	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	58	STORY	Aloud	Purple	0	SPOKE	old	m	.	    0.00
