TRIAL_SESSION	TRIAL_INDEX_ENCODING	TRIAL_WORD_ENCODING	TRIAL_CONDITION_ENCODING	TRIAL_COLOUR_ENCODING	TRIAL_INDEX_RECOG	wordrecog_1	condition_1	correctanswer_1	KEYPRESS_RECOG	RT_RECOG
3	1	SCENE	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	2	STYLE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	3	SPOKE	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	4	TODAY	Silent	Green	0	SPOKE	old	m	.	    0.00
3	5	LATIN	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	6	UNCLE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	7	PHASE	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	8	SENSE	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	9	SCALE	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	10	LEAVE	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	11	START	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	12	STAFF	Silent	Green	0	SPOKE	old	m	.	    0.00
3	13	GRASS	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	14	TOTAL	Silent	Green	0	SPOKE	old	m	.	    0.00
3	15	MONEY	Silent	Green	0	SPOKE	old	m	.	    0.00
3	16	SIGHT	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	17	DROVE	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	18	STUDY	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	19	UPPER	Silent	Green	0	SPOKE	old	m	.	    0.00
3	20	DREAM	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	21	LEVEL	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	22	WHEEL	Silent	Green	0	SPOKE	old	m	.	    0.00
3	23	LOOSE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	24	ENEMY	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	25	TRUST	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	26	DRIVE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	27	TASTE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	28	SHAPE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	29	STORE	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	30	EARTH	Silent	Green	0	SPOKE	old	m	.	    0.00
3	31	FORCE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	32	REACH	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	33	WHILE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	34	MOUTH	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	35	RIGHT	Silent	Green	0	SPOKE	old	m	.	    0.00
3	36	TRUCK	Silent	Green	0	SPOKE	old	m	.	    0.00
3	37	TITLE	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	38	DOZEN	Silent	Green	0	SPOKE	old	m	.	    0.00
3	39	UNDER	Silent	Green	0	SPOKE	old	m	.	    0.00
3	40	PRESS	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	41	DRINK	Silent	Green	0	SPOKE	old	m	.	    0.00
3	42	FLOOR	Silent	Green	0	SPOKE	old	m	.	    0.00
3	43	MIGHT	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	44	FLESH	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	45	SHARE	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	46	KNIFE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	47	FIELD	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	48	WHITE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	49	FIGHT	Silent	Green	0	SPOKE	old	m	.	    0.00
3	50	WORLD	Silent	Green	0	SPOKE	old	m	.	    0.00
3	51	MEANS	Silent	Green	0	SPOKE	old	m	.	    0.00
3	52	ROUND	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	53	WRONG	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	54	SHARP	Silent	Green	0	SPOKE	old	m	.	    0.00
3	55	HOTEL	Silent	Green	0	SPOKE	old	m	.	    0.00
3	56	SPEED	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	57	PIECE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	58	MARCH	Silent	Green	0	SPOKE	old	m	.	    0.00
3	59	STORY	Silent	Green	0	SPOKE	old	m	.	    0.00
3	60	STAGE	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	61	THICK	Silent	Green	0	SPOKE	old	m	.	    0.00
3	62	STOCK	Silent	Green	0	SPOKE	old	m	.	    0.00
3	63	PRICE	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	64	RIVER	Silent	Green	0	SPOKE	old	m	.	    0.00
3	65	WATCH	Silent	Green	0	SPOKE	old	m	.	    0.00
3	66	INDEX	Silent	Green	0	SPOKE	old	m	.	    0.00
3	67	RANGE	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	68	SWEET	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	69	STAND	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	70	BLOOD	Silent	Green	0	SPOKE	old	m	.	    0.00
3	71	PEACE	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	72	STILL	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	73	THIRD	Silent	Green	0	SPOKE	old	m	.	    0.00
3	74	MUSIC	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	75	MOTOR	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	76	EMPTY	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	77	TABLE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	78	HORSE	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	79	MONTH	Silent	Green	0	SPOKE	old	m	.	    0.00
3	80	SMITH	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	80	SMITH	Aloud	Purple	1	PLANT	new	n	n	1132
3	80	SMITH	Aloud	Purple	2	EMPTY	old	m	m	1177
3	80	SMITH	Aloud	Purple	3	UNCLE	old	m	m	938
3	80	SMITH	Aloud	Purple	4	INNER	new	n	m	1639
3	80	SMITH	Aloud	Purple	5	SEVEN	new	n	n	1007
3	80	SMITH	Aloud	Purple	6	STORY	old	m	m	840
3	80	SMITH	Aloud	Purple	7	PLANE	new	n	n	1705
3	80	SMITH	Aloud	Purple	8	MEANS	old	m	m	1629
3	80	SMITH	Aloud	Purple	9	RIGHT	old	m	m	783
3	80	SMITH	Aloud	Purple	10	EVENT	new	n	m	3328
3	80	SMITH	Aloud	Purple	11	WORLD	old	m	m	781
