TRIAL_SESSION	TRIAL_INDEX_ENCODING	TRIAL_WORD_ENCODING	TRIAL_CONDITION_ENCODING	TRIAL_COLOUR_ENCODING	TRIAL_INDEX_RECOG	wordrecog_1	condition_1	correctanswer_1	KEYPRESS_RECOG	RT_RECOG
3	1	HORSE	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	2	STORE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	3	SCENE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	4	PHASE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	5	STAFF	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	6	UPPER	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	7	PIECE	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	8	MUSIC	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	9	START	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	10	FORCE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	11	FLOOR	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	12	GRASS	Silent	Green	0	SPOKE	old	m	.	    0.00
3	13	MONTH	Silent	Green	0	SPOKE	old	m	.	    0.00
3	14	DRIVE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	15	RANGE	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	16	HOTEL	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	17	FIELD	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	18	PRICE	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	19	INDEX	Silent	Green	0	SPOKE	old	m	.	    0.00
3	20	ROUND	Silent	Green	0	SPOKE	old	m	.	    0.00
3	21	STILL	Silent	Green	0	SPOKE	old	m	.	    0.00
3	22	SMITH	Silent	Green	0	SPOKE	old	m	.	    0.00
3	23	TASTE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	24	WHILE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	25	KNIFE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	26	DRINK	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	27	PEACE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	28	EMPTY	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	29	STOCK	Silent	Green	0	SPOKE	old	m	.	    0.00
3	30	LEAVE	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	31	TRUST	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	32	EARTH	Silent	Green	0	SPOKE	old	m	.	    0.00
3	33	STYLE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	34	SCALE	Silent	Green	0	SPOKE	old	m	.	    0.00
3	35	MOUTH	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	36	STORY	Silent	Green	0	SPOKE	old	m	.	    0.00
3	37	MEANS	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	38	PRESS	Aloud	Purple	0	SPOKE	old	m	.	    0.00
3	39	ENEMY	Silent	Green	0	SPOKE	old	m	.	    0.00
3	40	WHEEL	Silent	Green	0	SPOKE	old	m	.	    0.00
