study_word	study_cue	word	cue	practice_word	practice_cue	test_word	test_luminance_cue	test_condition	Key_Pressed	Key_Press_Time	Word_on_Time	Response_Time	study_instruction
GHOST	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	silent
QUESTION	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	silent
NECK	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	check
PROSE	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	silent
WRONG	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	check
GAIN	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	prod
MYSTERY	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	silent
JUSTICE	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	check
KITCHEN	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	prod
QUIET	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	check
MUSCLE	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	check
OPINION	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	silent
FRUIT	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	silent
WOOL	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	prod
DICE	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	prod
GRADIENT	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	silent
IRONY	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	silent
WRITING	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	silent
JUMP	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	silent
CUSTOMER	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	check
OFFICER	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	prod
RACE	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	prod
PAPER	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	prod
LACK	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	check
EDITION	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	check
ACADEMY	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	check
KNIGHT	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	check
DEAR	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	check
DEAL	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	check
ORDER	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	prod
RABBIT	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	prod
AMOUNT	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	silent
DELAY	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	silent
DEFEAT	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	silent
ELEVATOR	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	prod
NARROW	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	check
NERVE	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	prod
INTERVAL	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	prod
TALENT	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	check
MORAL	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	check
TACTICS	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	prod
GOLF	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	silent
FRONT	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	silent
ADDITION	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	silent
LENS	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	check
ZINC	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	silent
HARVEST	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	silent
LAUGH	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	prod
CREST	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	check
DETAIL	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	silent
LABEL	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	silent
CANDY	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	silent
DEAN	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	silent
HANDLE	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	prod
WISE	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	silent
GIANT	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	check
LAMP	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	check
ACID	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	prod
URGENCY	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	prod
NOISE	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	silent
MOVE	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	prod
USAGE	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	silent
TAIL	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	silent
LAWN	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	prod
VENT	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	silent
INFANT	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	check
YARN	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	prod
LEAD	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	prod
NAME	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	silent
JOINT	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	check
ILLUSION	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	silent
ACTOR	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	silent
GATHER	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	check
CASH	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	silent
INCOME	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	check
KNOCK	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	check
GENERAL	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	check
RAID	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	check
GATE	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	silent
RAIL	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	prod
KIND	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	prod
LIFT	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	prod
CURTAIN	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	prod
IMPULSE	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	check
CURRENT	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	prod
ZONE	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	check
LAUNCH	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	check
GROUND	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	check
YIELD	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	check
DEPOT	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	silent
INDEX	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	FUTURE	New	new	'	-1	-1	-1	prod
