study_word	study_cue	word	cue	practice_word	practice_cue	test_word	test_luminance_cue	test_condition	Key_Pressed	Key_Press_Time	Word_on_Time	Response_Time	study_instruction
RAIN	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	check
FAIR	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	check
RADAR	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	check
PARK	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	silent
LAWYER	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	check
SURPRISE	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	silent
NEON	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	check
LACK	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	prod
GOWN	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	check
RAID	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	prod
GOSPEL	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	silent
CURSE	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	silent
ZONE	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	prod
ABANDON	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	silent
INCOME	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	prod
JUNIOR	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	silent
GRAPH	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	check
GUEST	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	silent
FUND	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	silent
IMPACT	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	check
LEAGUE	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	check
ACADEMY	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	prod
ADVICE	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	silent
DESIGN	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	prod
PASTE	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	silent
PATROL	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	check
SYMPHONY	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	check
CREST	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	prod
NEWS	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	check
GATHER	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	prod
JEAN	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	silent
UNIT	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	silent
QUEEN	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	check
DECADE	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	silent
KNIGHT	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	prod
SWIFT	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	prod
QUOTE	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	prod
LENS	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	prod
DEBUT	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	silent
MONUMENT	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	prod
NEEDLE	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	check
JOURNAL	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	silent
INPUT	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	silent
SURFACE	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	check
DEBT	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	check
VACUUM	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	silent
TALENT	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	prod
UPRIGHT	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	silent
PART	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	check
DESIRE	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	silent
GALLERY	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	check
ZERO	Plus.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	prod
FUTURE	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	silent
MOUTH	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	silent
PASSIVE	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	check
DENTAL	Exes.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	silent
GOSSIP	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	check
VERSE	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	check
KISS	Check.png	"If you see this cue, read the word silently"	exes.png	SEA	Check.png	GRAPH	Check.png	check	'	-1	-1	-1	check
